Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Points),Custom field (Affected services),Custom field (Author),Custom field (Author)Id,Custom field (Bug Category),Custom field (Bug Category),Custom field (Bug Root Cause),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Clockwork Timer),Custom field (Content type),Custom field (Developer),Custom field (Developer)Id,Custom field (Development),Custom field (Due Date),Custom field (Epic Link),Custom field (Estimated Hours),Custom field (Feature),Custom field (Feature),Custom field (Feature),Custom field (Fix In Build),Custom field (Found Phase),Custom field (Found in Build),Custom field (Impact),Custom field (Issue color),Custom field (Mockup),Custom field (Publication date),Custom field (Pull requests),Custom field (Rank),Custom field (Report Story Points),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Satisfaction rating,Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Tester),Custom field (Tester)Id,Custom field (Time to first response),Custom field (Time to resolution),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category
GDS - Reports - Show Redeemable Merchants,KANOO-4124,28732,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,thuy.hoang,5eeb358e96b9660abf6c15b5,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,29/Apr/21 2:59 PM,26/Jul/21 12:18 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"In the previous version, as a Manager, after I sending a GC to a user, he can only redeem it at the merchant who hosts the campaign ( also called “Issuer”). So that when I view reports, the column “Merchant” displays the issuer name. Kanoo has made an enhancement that a GC can be redeemed at multiple merchants so the column is displaying incorrectly. We need to show all merchants

*Step 1:* I access the feature “Reports” then tab “Transactional” or “Error/ Exceptions”

*Step 2:* I expect to see the column “Merchants” displays merchants based on these case:

# If that GC can be redeemed at the selected merchants, I would see “View more”, click to open a pop-up named “Accept at” then a list of merchants. 
# If that GC can be redeemed at all merchants, the value is “All Merchants”
# If that GC can not be redeemed at the selected merchant,  I would see “View more”, click to open a pop-up named “Accept at all except” then a list of merchants.

[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/8118ec77-5bff-43b8-9553-b7cafd0b9083/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/8118ec77-5bff-43b8-9553-b7cafd0b9083/|smart-link] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4120,,,,,,,,,,,,,2|hzwwke:yqhzszzz,,,,,,,,,,,,Kanoo Sprint 32,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
GDS - Users - User Details - Show Redeemable Merchants,KANOO-4122,28729,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,thuy.hoang,5eeb358e96b9660abf6c15b5,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,29/Apr/21 2:33 PM,26/Jul/21 12:18 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"Currently, as a Manager or Observer, I select a user to view his information details. His latest information displays based on the latest sending time but I cannot see the list of redeemable merchants. So this time, I would like to see it to make a quick check instead of clicking on “Get QR” in the Issuance History

In a user details pop-up, I would like to see a list of redeemable merchants below the field “Center Location” with the below cases:

# If that GC can be redeemed at the selected merchants, the label is “Accept at:” then a list of merchants. I will see “…” if the list reaches 3 rows. I would see all the list content when I hover the mouse to “…”
# If that GC can be redeemed at all merchants, the label is “Accept at All Merchants”
# If that GC can not be redeemed at the selected merchant, the label is “Accept at all except:” then a list of merchants. I will see “…” if the list reaches 3 rows. I would see all the list content when I hover the mouse to “…”

[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",,,,,,,,,,,,,,,,,,,,\[Test]\[Create] Create Test Case;11/Jun/21 6:58 PM;5f0fc346591bbc001ba5ad5f;5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5400,,,0,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4120,,,,,,,,,,,,,2|hzwwke:yqhzszzzz,,,,,,,,,,,,Kanoo Sprint 32,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[App] - AirPay - Redeem Another Coupon,KANOO-4118,28724,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Huy Tang,557058:4c602b42-35ce-411c-b900-8ebe293945b4,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,29/Apr/21 1:53 PM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"After applying a coupon code or select a coupon, the payment summary is updated. As a Kanoo user, I would like to apply or choose another coupon. The list of coupons is refreshed every time I access

*Step 1:* at the screen “Confirm & Pay”, I click on the chosen coupon to access the coupon list

# If the applied coupon belongs to a coupon in the list, I come back to the list then see a button “Cancel” for that coupon.
# If the applied coupon does not belong to any coupon in the list, a new coupon is created at the top of the list, and see a button “Cancel” for that coupon. It only appears at that time. Ex: that coupon is chosen then I choose another. The order summary is updated, then I come back to the list, that coupon disappears.

*Step 2:* at the screen “Select coupon”, I would like to apply another coupon

# If I enter another coupon code, the process like [https://kardsys.atlassian.net/browse/KANOO-4111|https://kardsys.atlassian.net/browse/KANOO-4111|smart-link] 
# If I choose from the list, I have 2 ways to process
## The first way: I click on the button “Use” of the coupon I want then
### The chosen coupon: button “Use” changes to “Cancel”
### The previous chosen coupon: button “Cancel” changes to “Use”
## The second way: I choose in coupon details
### If I click on the coupon I want, I view its detail then click the button “Use”, the system validates then show errors like the above ticket
### If I click on the previous chosen coupon, I view its detail then click the button “Cancel” to unchoose and back to the list",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4109,,,,,,,,,,,,,2|i001e6:zzzzzzzzx,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[App] - AirPay - Enter Coupon Code To Redeem,KANOO-4111,28715,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Huy Tang,557058:4c602b42-35ce-411c-b900-8ebe293945b4,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,29/Apr/21 11:47 AM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"Currently, Kanoo users can only get coupons by access to store details then add them to their wallets. Before checkout, users will see a list of coupons that meet the below conditions:

* Provided from the store and valid at that time
* Already in their wallet
* Coupon type Voucher and %Off ( apply for all products)

Then users can select one of them to redeem. Since the Merchant Admin can create coupons with coupon codes and decide users can get them in-store details or the merchant can send the code to users later, so we need to provide one more method to redeem them if users have the codes. It is entering code. Users can use this method in only Kanoo app.

*Step 1:* I access the feature “Scan to pay” in card details or “Pay” in-store details, at the screen “Confirm & Pay“, I click “Select coupon” to open a list coupon, 

# I see at the top of the coupon list, a text field with the placeholder “Enter coupon code” and a button “Apply”. I expect the button to enable only when it has value. After entering the code, I click the button to validate its redeeming conditions.
# Below is the list of coupons created and can be redeemed at the store, the list named “Coupons from the store”. For each coupon in the list, I can click on it to view details with a button “Use” and “icon-close” pop-up, then click the button “Use” in its details or on the row to validate its redeeming conditions  

*Step 2:* Then I click “Apply” or “Use”, the system will check then process the next steps:

# Invalid entered code ( expired, incorrect code, not created by the merchant, unsupported type), I would see a red text below the field  “Enter coupon code” ( for Apply case) or below the chosen coupon “This coupon code is invalid. Please try again with another one.”
# If the coupon is over redeeming limitation of the store ( for entered code and the chosen one), a red text below the field “Enter coupon code” ( for Apply case) or below the chosen coupon “This coupon code is over the maximum redemption times.”
# If the coupon is over redeeming limitation of the consumer ( for entered code and the chosen one), a red text below the field “Enter coupon code” ( for Apply case) or below the chosen coupon “This coupon code is invalid. You have redeemed over the maximum redemption times.”
# If redeem coupon successfully ( for both apply and choose) , close the list then display order summary follow ticket [https://kardsys.atlassian.net/browse/KANOO-3731|https://kardsys.atlassian.net/browse/KANOO-3731|smart-link] 
# The system will check the coupon again and Merchant SD holding limitation when users submit payment. No changes for the current process

*Step 3:* the system will save transactions as the current process:

# Web app ( Orders, Transaction)
# App ( Orders, Transaction)
# ARM ( Transaction, update balance)
# Visipay ( Reserve Account, Transaction, Cash card or SD, Card detail)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4109,,,,,,,,,,,,,2|i001e6:zzzzzzzzv,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
"[KZ, Web App] - Buy Products - Redeem Another Coupon",KANOO-4106,28703,Story,Done,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Nguyễn Hoàng Hải,5f02dd35fe23000022e1e346,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,29/Apr/21 10:27 AM,10/May/21 3:15 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"After applying a coupon code or select a coupon, the order summary is updated. As a Kanoo user, I would like to apply or choose another coupon. The list of coupons is refreshed every time I access 

*Step 1:* at the screen “Confirm & Pay”, I click on the chosen coupon to access the coupon list

# If the applied coupon belongs to a coupon in the list, I come back to the list then see a button “Cancel” for that coupon.
# If the applied coupon does not belong to any coupon in the list, a new coupon is created at the top of the list, and see a button “Cancel” for that coupon. It only appears at that time. Ex: that coupon is chosen then I choose another. The order summary is updated, then I come back to the list, that coupon disappears.

*Step 2:* at the screen “Select coupon”, I would like to apply another coupon

# If I enter another coupon code, the process like [https://kardsys.atlassian.net/browse/KANOO-3826|https://kardsys.atlassian.net/browse/KANOO-3826|smart-link] 
# If I choose from the list, I have 2 ways to process
## The first way: I click on the button “Use” of the coupon I want then
### The chosen coupon: button “Use” changes to “Cancel”
### The previous chosen coupon: button “Cancel” changes to “Use”
## The second way: I choose in coupon details
### If I click on the coupon I want, I view its detail then click the button “Use”, the system validates then  show errors like the above ticket
### If I click on the previous chosen coupon, I view its detail then click the button “Cancel” to unchoose and back to the list",,User ,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4179,KANOO-4184,KANOO-4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4109,,,,,,,,,,,,,2|hzzyl3:,,,,,,,,,,,,Kanoo Sprint 28 - Team 1,,,,,,,,,Niem Nguyen,557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78,,,2021-04-29 09:17:27.955,29/Apr/21 4:17 PM;557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78;[~accountid:5fcdd206e8ed8b0069b86219] [~accountid:5af4658c3278c85a118ad2d9] Please handle this for Mobile too,10/May/21 10:14 AM;557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78;QA passed on Staging,,,,,,,,,,,,,,,,,,,,Done
Should not log the sql query into the log server,KANOO-4104,28698,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,thuy.hoang,5eeb358e96b9660abf6c15b5,Minh Thành,557058:a2d26b97-07cd-4a63-951d-795f3b39eac1,Minh Thành,557058:a2d26b97-07cd-4a63-951d-795f3b39eac1,29/Apr/21 9:15 AM,26/May/21 9:20 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,Reported_By_TA,, !image-2021-04-29-09-16-27-527.png|thumbnail! ,,thuy.hoang,User ,,,,,,,,5eeb358e96b9660abf6c15b5,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Apr/21 9:15 AM;thanh.nguyen;image-2021-04-29-09-16-27-527.png;https://kardsys.atlassian.net/secure/attachment/34522/image-2021-04-29-09-16-27-527.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|hzzyk7:,,,,,,,,,,,,Backlog of Technical Issues,,20/May/21 12:00 AM,,,,,,,,,,,2021-05-21 03:55:30.672,"21/May/21 10:55 AM;5eeb358e96b9660abf6c15b5;There has many places written the sql query into the log, and this log also useful for us to trace the issue if any.
so I think, we should find the detail of log first, and decision what is the log we should keep.",,,,,,,,,,,,,,,,,,,,,To Do
[Android] - Message - Delete conversations,KANOO-4103,28697,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 10:56 PM,19/Jun/21 6:58 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Follow the requirement in defined in [https://kardsys.atlassian.net/browse/KANOO-4102|https://kardsys.atlassian.net/browse/KANOO-4102|smart-link] ,,Khang Nguyen,Viet Dung,,,,,,,,5caacdb1055f3f7a1824b0dc,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4413,,,,,,,,,,,,,2|i0074e:x,,,,,,Android,,,,,,Kanoo backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[iOS] - Message - Delete conversations,KANOO-4102,28696,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 10:17 PM,19/Jun/21 6:58 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a user experiencing Message page, I should have the ability to delete conversations. This one is an effective way to clean up my chats to realize which ones are important to focus on.

*Acceptance Criteria:*

* In message screen, if I hold a conversation, it displays a default option menu including 2 options, they are Delete chat and Cancel. Selecting Cancel does nothing. In that menu, I can also see the heading displaying the name of user or group that I want to delete their conversation
* If I select Delete chat, it continues display a confirmation menu “Are you sure you want to delete this conversation?“ with 2 options, Delete and Cancel
** Delete: selecting this continues to display message “Are you sure you want to delete this conversation?“. There is Yes and Cancel button
** Cancel: selecting this does nothing
* This applies to both Sing chat and Group chat

Mock-up: [https://xd.adobe.com/view/eabbb1a3-3ff3-4ee0-888c-bc4c50967e6e-bfe8/|https://xd.adobe.com/view/eabbb1a3-3ff3-4ee0-888c-bc4c50967e6e-bfe8/|smart-link] ",,Khang Nguyen,Viet Dung,,,,,,,,5caacdb1055f3f7a1824b0dc,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4413,,,,,,,,,,,,,2|i0074e:v,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Web] - Point tab in Wallet - Update Points Use activities for My Rewards page,KANOO-4101,28695,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 6:34 PM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a Kanoo user experiencing Points functions, going to My Rewards page under Point Tab should display activities that I earn points from them. This is to manage how many points I actually receive after doing activities

*Acceptance Criteria:*

* If I do activities defined in How to earn Points page, they are recorded in this My Reward page
* If I receive Cashback points, they are also recorded in this My Reward page (see [https://kardsys.atlassian.net/browse/KANOO-4100|https://kardsys.atlassian.net/browse/KANOO-4100|smart-link] )
* On each activity, it displays correctly things defined in How to Earn Points section, including
** Icon
** Activity Name
** The number of points (with Plus sign before)
* Activities are separated by days, from the latest to oldest date. Date format is <month> <day>, <year>. There is a scroll-bar to view oldest ones",,Khang Nguyen,Viet Dung,,,,,,,,5caacdb1055f3f7a1824b0dc,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4023,,,,,,,,,,,,,2|i001e6:,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[Web] - Wallet - Point tab - Update Cashback activities for My Rewards page ,KANOO-4100,28694,Story,Done,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Nguyen Van Huynh,601b980e65f20b00700ebba5,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 6:32 PM,05/Jun/21 10:58 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a user accessing My Rewards page, I should have the ability to view Cashback activities

*Acceptance Criteria:*

* When I receive an amount of points (after buying gift cards or products), there is an record called Cashback.
* Display the exact number that I received
* Activities are separated by days, from the latest to oldest date. Date format is <month> <day>, <year>. There is a scroll-bar to view oldest ones



*Sample*

!image-20210512-152640.png|width=100%!",,Khang Nguyen,Viet Dung,,,,,,,,5caacdb1055f3f7a1824b0dc,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,;01/Jun/21 3:43 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;3600,;05/Jun/21 10:58 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10800,,,0,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/May/21 10:26 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210512-152640.png;https://kardsys.atlassian.net/secure/attachment/34895/image-20210512-152640.png,,,,,,,,,,,,,,,,,,,,,,,Nguyen Van Huynh,601b980e65f20b00700ebba5,{},25/May/21 12:00 AM,KANOO-4011,,,,,,,,,,,,http://gitlab.tpssoft.com.vn/visikard/kashkard/merge_requests/9597/diffs,2|hzx7lb:,,,,,,,,,,,,Kanoo Sprint 29 - BE Team 2,,24/May/21 12:00 AM,2.0,,,,,,Khang Nguyen,5caacdb1055f3f7a1824b0dc,,,2021-05-26 07:25:36.362,12/May/21 10:27 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:5eeb358e96b9660abf6c15b5] I think we should also fix the issue that activities in My Rewards page are not grouped by date,20/May/21 12:55 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:601b980e65f20b00700ebba5] This is applied to when buying gift cards and products,26/May/21 2:25 PM;5caacdb1055f3f7a1824b0dc;Verified and passed on Staging environment.,,,,,,,,,,,,,,,,,,,Done
[Web] - Sand Dollar Wallet - Add B to Sand Dollar currency ,KANOO-4096,28682,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 2:19 PM,19/May/21 5:39 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a user experiencing Kanoo, I should see the B displayed before dollar sign of Sand Dollar balance

*Acceptance Criteria:*

* Add B before dollar sign of of Sand Dollar balance in screens below:

!image-20210429-100914.png|width=100%!

!image-20210429-100925.png|width=100%!

!image-20210429-100948.png|width=100%!

!image-20210429-101014.png|width=100%!

!image-20210429-101037.png|width=100%!

!image-20210429-101130.png|width=100%!

!image-20210429-101151.png|width=100%!",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-100914.png;https://kardsys.atlassian.net/secure/attachment/34570/image-20210429-100914.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-100925.png;https://kardsys.atlassian.net/secure/attachment/34565/image-20210429-100925.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-100948.png;https://kardsys.atlassian.net/secure/attachment/34567/image-20210429-100948.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-101014.png;https://kardsys.atlassian.net/secure/attachment/34569/image-20210429-101014.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-101037.png;https://kardsys.atlassian.net/secure/attachment/34564/image-20210429-101037.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-101130.png;https://kardsys.atlassian.net/secure/attachment/34566/image-20210429-101130.png,29/Apr/21 5:28 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210429-101151.png;https://kardsys.atlassian.net/secure/attachment/34568/image-20210429-101151.png,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|hzx852:zzzzzzr,,,,,,,,,,,,Unverified Backlog,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
